assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,73,0,0,1,97032,None,,0,0,-3,3,4.8,432,165,None,,0,2,0.0,0.0,0,Virgil,0.0,11,1,15.3,392,142,250,False,82.4,374,145,370,Knee injury - Unknown return date,2020-10-17T15:00:18.628318Z,62,0,0,None,0,,97032.jpg,3.0,0,0,van Dijk,6.2,False,None,i,11,14,66.0,320,107,15,385216,137,1998030,643,0.0,2.4,van Dijk,1
9,11,428,100,100,10,110979,None,,0,0,-3,3,686.8,23,19,None,,2,3,6.5,11.5,12,Sadio,5.5,27,9,277.6,7,5,251,False,683.2,35,10,2538,,2021-01-31T17:00:19.543957Z,117,0,0,3,0,,110979.jpg,4.7,0,0,Mané,5.8,False,None,a,11,14,1404.0,4,2,149,1787078,51317,2334763,6888,0.5,12.7,Mané,3
0,10,570,100,100,8,116535,None,,0,0,-1,1,0.1,473,9,None,,2,1,5.2,8.9,11,Alisson,4.2,31,0,67.3,227,13,252,False,673.2,40,13,2700,,2021-02-03T23:00:31.034249Z,59,0,0,None,1,,116535.jpg,3.8,0,74,Ramses Becker,6.4,False,None,a,11,14,0.0,700,79,115,522953,16869,1099891,3601,0.7,19.5,Alisson,1
2,2,388,100,100,9,116643,None,,0,0,-1,1,83.7,282,160,4,,0,3,3.0,4.5,5,Fabio Henrique,2.0,28,0,54.6,262,122,253,False,434.4,147,54,2296,,2021-02-12T12:00:55.252659Z,54,0,0,None,0,,116643.jpg,2.3,0,0,Tavares,0.8,False,None,a,11,14,25.0,378,179,63,116697,709,186540,511,0.4,11.7,Fabinho,6
5,18,620,100,100,9,118748,None,,0,0,7,-7,725.9,20,16,2,,4,3,6.8,12.1,13,Mohamed,5.8,40,21,345.3,2,2,254,True,982.4,6,3,2807,,2020-11-13T15:30:16.171973Z,127,0,0,2,0,,118748.jpg,6.2,0,0,Salah,38.7,False,None,a,11,14,1749.0,1,1,212,6198490,207888,5797377,12867,0.5,16.7,Salah,0
6,14,733,100,100,10,122798,1,,0,0,1,-1,984.7,8,3,None,,2,2,4.0,6.5,7,Andrew,3.0,41,1,197.6,28,2,255,False,664.6,42,10,3114,,2020-12-01T23:30:25.355446Z,71,0,0,None,0,,122798.jpg,3.9,0,0,Robertson,14.7,False,None,a,11,14,324.0,111,10,136,2487050,43768,2454365,11565,0.4,19.2,Robertson,2
0,0,23,100,0,1,152760,None,,0,0,-4,4,33.2,358,52,None,,0,4,1.0,0.0,0,Divock,0.0,0,0,11.1,409,53,256,False,17.8,448,55,180,,2021-03-15T23:00:23.365519Z,51,0,0,None,0,,152760.jpg,1.1,0,0,Origi,0.6,False,None,a,11,14,60.0,330,54,10,38852,56,98844,221,0.0,2.0,Origi,0
0,0,0,0,0,0,153682,None,,0,0,-4,4,0.0,688,283,None,,0,3,0.0,0.0,0,Harry,0.0,0,0,0.0,695,283,257,False,0.0,692,283,0,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.702823Z,51,0,0,None,0,,153682.jpg,0.0,0,0,Wilson,0.0,False,None,u,11,14,0.0,684,282,0,502,0,6182,3,0.0,0.0,Harry Wilson,0
7,25,686,100,100,8,169187,2,,0,0,1,-1,1080.9,4,2,1,,4,2,7.5,13.5,16,Trent,6.5,39,2,226.5,17,1,259,True,719.8,28,6,2759,,2020-11-08T18:30:19.053913Z,76,0,0,None,0,,169187.jpg,4.3,0,0,Alexander-Arnold,23.5,False,None,a,11,14,466.0,69,2,143,1939355,146758,3815522,8918,0.9,18.8,Alexander-Arnold,1
0,0,94,0,0,0,171287,None,,0,0,-3,3,18.1,385,143,None,,0,2,0.0,0.0,0,Joseph,0.0,14,0,12.5,401,148,260,False,106.8,359,137,589,Knee injury - Unknown return date,2020-11-12T11:30:20.318274Z,52,0,0,None,0,,171287.jpg,1.4,0,0,Gomez,1.0,False,None,i,11,14,0.0,686,244,10,109823,32,379302,106,0.0,1.9,Gomez,0
0,0,78,50,100,2,175592,None,,0,0,-3,3,100.5,258,149,None,,0,3,0.5,0.5,0,Naby,0.0,8,0,29.0,346,153,261,False,70.6,388,166,517,Muscle injury - 50% chance of playing,2021-05-12T13:30:24.612655Z,52,0,0,None,0,,175592.jpg,1.5,0,0,Keita,0.2,False,None,d,11,14,119.0,251,127,15,17343,11,81704,43,0.0,2.9,Keita,1
2,0,216,100,100,5,206915,None,,0,0,-1,1,224.4,173,108,None,,0,3,2.5,3.5,5,Curtis,1.5,13,1,73.6,204,106,263,False,221.6,271,116,1111,,2021-04-10T22:00:29.115973Z,44,0,0,None,0,,206915.jpg,2.1,0,0,Jones,0.7,False,None,a,11,14,289.0,125,72,49,238091,591,238533,802,0.3,11.1,Jones,2
0,0,51,None,None,1,215136,None,,0,0,-2,2,47.8,340,114,None,,0,2,1.2,0.9,1,Neco,0.2,1,0,12.2,402,149,264,False,42.0,414,157,247,,None,38,0,0,None,0,,215136.jpg,1.8,0,0,Williams,4.2,False,None,a,11,14,34.0,362,132,11,599401,4689,606241,7925,0.1,2.9,Neco Williams,1
0,0,0,0,0,0,444884,None,,0,0,-2,2,0.0,572,218,None,,0,3,0.0,0.0,0,Harvey,0.0,0,0,0.0,595,220,265,False,0.0,585,217,0,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.725544Z,43,0,0,None,0,,444884.jpg,0.0,0,0,Elliott,0.1,False,None,u,11,14,0.0,555,210,0,12394,0,20717,15,0.0,0.0,Elliott,0
0,9,225,100,100,4,194634,None,,0,0,5,-5,188.3,191,118,None,,0,3,4.5,7.5,10,Diogo,3.5,15,9,125.7,81,47,468,False,387.4,180,69,1105,,2020-12-11T13:00:27.287277Z,70,0,0,None,0,,194634.jpg,4.7,0,0,Jota,15.8,False,None,a,11,14,680.0,45,24,85,4105032,113542,3154640,25516,0.5,12.1,Jota,2
0,1,285,100,100,6,61558,None,,0,0,-5,5,374.1,81,57,None,,0,3,5.0,8.5,11,Thiago,4.0,17,1,82.4,180,96,531,False,314.0,211,88,1581,,2020-09-28T21:00:20.374299Z,55,0,0,None,0,,61558.jpg,2.2,0,0,Alcántara do Nascimento,1.0,False,None,a,11,14,134.0,236,118,47,409790,6533,416111,752,0.7,8.5,Thiago,4
0,0,41,100,0,1,200720,None,,0,0,0,0,0.0,610,65,None,,1,1,1.0,0.0,0,Caoimhin,0.0,1,0,5.8,440,29,560,False,57.8,404,29,180,,2021-03-05T23:30:23.493391Z,45,0,0,None,0,,200720.jpg,5.0,0,6,Kelleher,0.1,False,None,a,11,14,0.0,596,61,10,32634,28,31848,97,0.0,2.2,Kelleher,0
1,0,248,100,100,5,197464,None,,0,0,1,-1,78.9,290,82,None,,0,2,3.5,5.5,10,Nathaniel,2.5,10,0,45.6,286,93,589,False,283.2,233,92,1185,,2021-04-19T22:00:20.536217Z,41,0,0,None,0,,197464.jpg,3.4,0,0,Phillips,2.9,False,None,a,11,14,93.0,280,91,47,495034,57184,274039,3216,0.6,11.5,Phillips,2
0,1,81,100,100,1,219937,None,,0,0,0,0,18.4,384,142,None,,0,2,3.0,4.5,8,Rhys,2.0,5,0,10.2,411,153,594,False,71.6,387,148,396,,2020-11-18T11:00:17.124630Z,40,0,0,None,0,,219937.jpg,2.3,0,0,Williams,0.2,False,None,a,11,14,12.0,398,151,14,62000,2889,52502,320,0.5,3.5,Rhys Williams,0
0,0,0,None,None,0,233489,None,,0,0,0,0,0.0,618,246,None,,0,3,1.0,0.5,0,Leighton,0.0,0,0,0.0,634,247,601,False,0.0,627,245,0,,None,45,0,0,None,0,,233489.jpg,0.0,0,0,Clarkson,0.0,False,None,a,11,14,0.0,604,240,0,615,7,590,11,0.0,0.0,Clarkson,0
0,0,0,None,None,0,243343,None,,0,0,0,0,0.0,619,247,None,,0,3,1.0,0.5,0,Jake,0.0,0,0,0.0,635,248,607,False,0.0,628,246,0,,None,45,0,0,None,0,,243343.jpg,0.0,0,0,Cain,0.0,False,None,a,11,14,0.0,605,241,0,612,6,537,13,0.0,0.0,Cain,0
0,1,150,50,100,3,438277,None,,0,0,0,0,17.2,387,145,None,,0,2,0.9,2.1,0,Ozan,0.8,9,0,16.7,389,139,652,False,131.0,340,132,801,Muscle injury - 50% chance of playing,2021-05-12T13:30:25.302797Z,50,0,0,None,0,,438277.jpg,2.9,0,0,Kabak,0.9,False,None,d,11,14,19.0,382,145,26,142281,1856,76174,22698,0.2,5.2,Kabak,3
0,0,0,50,100,0,152898,None,,0,0,-3,3,0.0,656,237,None,,0,2,0.5,0.5,0,Ben,0.0,0,0,0.0,667,236,653,False,0.0,664,236,0,Muscle injury - 50% chance of playing,2021-05-12T13:30:25.326477Z,47,0,0,None,0,,152898.jpg,0.0,0,0,Davies,0.0,False,None,d,11,14,0.0,646,233,0,4285,30,3651,76,0.0,0.0,Davies,0
0,0,0,None,None,0,433019,None,,0,0,0,0,0.0,521,34,None,,0,1,1.0,0.5,0,Liam,0.0,0,0,0.0,549,59,677,False,0.0,540,60,0,,None,40,0,0,None,0,,433019.jpg,0.0,0,0,Hughes,0.0,False,None,a,11,14,0.0,498,30,0,327,13,227,19,0.0,0.0,Hughes,0
0,0,0,None,None,0,490138,None,,0,0,0,0,0.0,537,38,None,,0,1,1.0,0.5,0,Jakub,0.0,0,0,0.0,565,63,678,False,0.0,556,64,0,,None,40,0,0,None,0,,490138.jpg,0.0,0,0,Ojrzynski,0.0,False,None,a,11,14,0.0,514,34,0,336,11,241,21,0.0,0.0,Ojrzynski,0
0,0,0,None,None,0,182436,None,,0,0,0,0,0.0,607,238,None,,0,3,2.3,3.1,0,Ben,0.0,0,0,0.0,624,239,696,False,0.0,616,236,0,,None,45,0,0,None,0,,182436.jpg,0.0,0,0,Woodburn,0.0,False,None,a,11,14,0.0,593,232,0,42,42,21,21,0.0,0.0,Woodburn,0
0,0,0,None,None,0,480818,None,,0,0,0,0,0.0,535,216,None,,0,2,2.3,3.0,0,Billy,0.0,0,0,0.0,563,215,697,False,0.0,554,215,0,,None,40,0,0,None,0,,480818.jpg,0.0,0,0,Koumetio,0.0,False,None,a,11,14,0.0,512,204,0,15,15,1,1,0.0,0.0,Koumetio,0
0,5,244,100,100,6,27789,None,,0,0,-1,1,162.7,209,51,None,,1,2,3.8,2.8,0,Fernando,2.3,8,0,44.9,293,96,266,False,186.0,292,113,1058,,2021-02-10T21:30:20.765037Z,54,0,0,None,0,,27789.jpg,2.7,0,0,Luiz Rosa,0.7,False,None,a,12,43,99.0,273,88,51,71508,1808,119202,712,0.4,9.4,Fernandinho,5
0,0,0,0,0,0,33148,None,,0,0,0,0,0.0,599,60,None,,0,1,0.0,0.0,0,Claudio,0.0,0,0,0.0,619,77,267,False,0.0,611,77,0,Contract expired,2020-08-18T13:59:17.226190Z,45,0,0,None,0,,33148.jpg,0.0,0,0,Bravo,0.0,False,None,u,12,43,0.0,585,56,0,451,0,1842,1,0.0,0.0,Bravo,0
1,2,102,100,100,4,37572,None,,0,0,-2,2,99.9,259,40,None,,0,4,5.2,4.2,3,Sergio,3.7,4,2,47.3,280,40,268,False,125.8,341,41,529,,2021-04-10T14:00:25.992968Z,103,0,1,1,0,,37572.jpg,2.5,0,0,Agüero,1.5,False,None,a,12,43,254.0,149,43,28,365098,19956,549964,1775,0.4,2.7,Agüero,0
0,0,0,0,0,0,57410,None,,0,0,-1,1,0.0,680,244,None,,0,2,0.0,0.0,0,Nicolás,0.0,0,0,0.0,689,243,269,False,0.0,686,243,0,Joined Benfica on a permanent deal on 29/9,2020-09-24T23:30:12.376512Z,49,0,0,None,0,,57410.jpg,0.0,0,0,Otamendi,0.2,False,None,u,12,43,0.0,674,241,0,5379,0,44589,9,0.0,0.0,Otamendi,0
1,7,371,100,100,8,58621,None,,0,0,1,-1,188.2,192,44,None,,2,2,2.2,1.2,0,Kyle,0.7,17,1,57.9,252,83,270,False,303.0,218,85,1764,,2021-01-21T18:30:22.417843Z,61,0,0,None,0,,58621.jpg,3.8,0,0,Walker,4.9,False,None,a,12,43,88.0,288,95,84,1019332,5030,1147997,2258,0.1,13.8,Walker,1
3,21,570,100,100,12,59859,6,,0,0,1,-1,614.9,33,26,4,,6,3,2.2,1.2,1,Ilkay,0.7,12,12,194.2,31,21,271,False,674.6,38,12,1880,,2021-02-17T10:00:24.021280Z,56,0,1,5,0,,59859.jpg,5.6,0,0,Gündogan,18.6,False,None,a,12,43,650.0,48,27,145,4229657,39154,2855052,50020,0.1,25.9,Gündogan,1
11,17,511,0,100,11,61366,1,,-1,1,3,-3,1077.8,5,3,1,,3,3,0.0,0.5,0,Kevin,0.0,17,5,265.5,8,6,272,False,687.2,34,9,1905,Muscle injury - Unknown return date,2021-05-08T21:30:21.721412Z,118,0,1,3,0,,61366.jpg,5.3,0,0,De Bruyne,12.5,False,None,i,12,43,888.0,21,8,128,5371361,4523,6393270,73377,0.0,10.8,De Bruyne,1
0,11,493,100,0,13,97299,None,,0,0,1,-1,78.0,292,83,None,,2,2,0.8,0.0,0,John,-0.7,9,4,73.4,205,58,273,False,471.4,129,50,1753,,2021-04-21T22:00:21.903318Z,51,0,0,None,0,,97299.jpg,6.0,1,0,Stones,10.0,False,None,a,12,43,186.0,190,43,121,2752530,31500,2081440,12966,-0.1,23.7,Stones,0
1,8,218,100,100,5,102826,None,,0,0,-1,1,109.0,245,63,None,,3,2,6.2,5.2,2,Benjamin,4.7,10,2,36.7,324,112,274,False,173.2,303,117,935,,2020-10-17T22:30:19.749260Z,59,0,0,None,0,,102826.jpg,5.2,0,0,Mendy,1.8,False,None,a,12,43,87.0,289,96,62,229681,8917,261374,2830,0.8,10.5,Mendy,2
6,15,464,None,None,10,103025,3,,0,0,-5,5,648.2,28,22,3,,4,3,2.2,1.2,0,Riyad,0.7,19,9,206.9,22,14,275,False,567.2,71,22,1791,,None,80,0,0,2,0,,103025.jpg,5.4,0,0,Mahrez,6.5,False,None,a,12,43,855.0,25,12,134,2415307,101443,2134311,15441,0.1,16.8,Mahrez,0
8,10,436,100,100,13,103955,None,,-1,1,-5,5,512.6,49,37,2,,1,3,4.5,3.5,6,Raheem,3.0,20,10,243.5,13,9,276,False,630.6,53,17,2354,,2021-01-10T23:30:24.139458Z,110,0,1,6,0,,103955.jpg,5.1,0,0,Sterling,4.7,False,None,a,12,43,1303.0,7,3,147,2448866,32963,2401627,6172,0.3,13.4,Sterling,3
3,16,584,100,100,14,121145,None,,0,0,3,-3,650.6,27,6,None,,2,2,3.8,2.8,1,João Pedro Cavaco,2.3,15,1,153.7,54,6,277,False,524.4,89,34,2216,,2020-09-21T22:00:11.898705Z,58,0,0,None,0,,121145.jpg,5.0,0,0,Cancelo,13.6,False,None,a,12,43,361.0,95,6,130,2963869,23379,2037843,19162,0.4,22.4,Cancelo,4
1,3,638,100,100,18,121160,None,,0,0,1,-1,10.0,415,8,None,,1,1,5.2,4.2,2,Ederson,3.7,25,0,52.6,269,17,278,False,515.4,92,17,3060,,2021-01-01T14:30:20.473224Z,61,0,0,None,0,,121160.jpg,4.3,0,60,Santana de Moraes,9.4,False,None,a,12,43,0.0,702,80,146,1059945,22410,819394,7459,0.6,23.9,Ederson,3
0,1,142,100,100,3,126184,None,,0,0,-1,1,40.3,348,121,None,,0,2,3.8,2.8,1,Nathan,2.3,10,1,22.6,364,127,279,False,142.8,329,127,707,,2021-01-03T19:00:22.353740Z,54,0,0,None,0,,126184.jpg,3.1,0,0,Aké,2.4,False,None,a,12,43,43.0,351,127,28,266496,2659,628504,509,0.4,5.2,Aké,4
0,4,286,100,100,7,146941,None,,0,0,0,0,78.0,293,84,None,,0,2,4.2,3.2,1,Aymeric,2.7,10,0,39.6,316,109,280,False,233.4,262,99,1343,,2021-04-10T14:00:26.008367Z,60,0,0,None,0,,146941.jpg,3.6,0,0,Laporte,2.3,False,None,a,12,43,85.0,292,98,58,198482,4822,398912,2424,0.4,9.7,Laporte,1
7,9,396,100,100,11,165809,5,,0,0,-1,1,437.7,66,47,None,,2,3,5.2,4.2,0,Bernardo Mota,3.7,12,2,128.7,75,45,281,False,387.8,178,67,1897,,2020-09-08T22:30:12.089513Z,74,0,0,None,0,,165809.jpg,3.8,0,0,Veiga de Carvalho e Silva,1.1,False,None,a,12,43,459.0,72,41,91,262968,7999,253490,3191,0.5,12.3,Bernardo Silva,4
4,16,388,100,100,10,205651,None,,0,0,-4,4,415.0,72,7,None,,1,4,2.8,1.8,1,Gabriel Fernando,1.3,14,8,167.6,46,15,282,False,429.4,154,18,1880,,2020-12-25T12:30:19.809330Z,91,0,0,None,0,,205651.jpg,4.0,0,0,de Jesus,2.5,False,None,a,12,43,831.0,30,15,103,1047254,10615,1022296,6535,0.1,11.3,Jesus,2
0,5,316,100,100,7,206325,4,,0,0,0,0,288.9,129,28,5,,1,2,2.8,1.8,1,Oleksandr,1.3,11,0,64.2,237,74,283,False,244.6,259,98,1293,,2020-12-14T19:00:18.566129Z,55,0,0,None,0,,206325.jpg,3.4,0,0,Zinchenko,0.6,False,None,a,12,43,108.0,262,82,62,86644,4471,80665,1234,0.2,11.3,Zinchenko,0
8,14,419,None,None,6,209244,2,,0,0,-5,5,519.0,48,36,None,,4,3,4.8,3.8,1,Phil,3.3,13,7,167.8,45,28,284,False,495.4,104,35,1462,,None,60,0,0,None,0,,209244.jpg,4.6,0,0,Foden,8.7,False,None,a,12,43,664.0,46,25,119,2779936,84128,2474367,12823,0.6,19.8,Foden,0
0,0,0,100,100,0,220394,None,,0,0,-1,1,0.0,585,223,None,,0,3,1.5,0.5,0,Tommy,0.0,0,0,0.0,605,225,285,False,0.0,596,222,0,,2021-01-03T19:00:22.393930Z,44,0,0,None,0,,220394.jpg,0.0,0,0,Doyle,0.1,False,None,a,12,43,0.0,569,215,0,7334,22,11210,42,0.0,0.0,Doyle,0
1,5,491,100,100,13,220566,None,,0,0,-2,2,497.7,50,38,None,,0,3,5.8,4.8,2,Rodrigo,4.3,21,2,139.3,69,41,286,False,566.2,72,23,2533,,2021-02-10T21:30:20.850255Z,53,0,0,4,0,,220566.jpg,2.7,0,0,Hernandez,0.4,False,None,a,12,43,327.0,109,63,85,57199,2017,74478,498,0.8,16.0,Rodrigo,4
4,1,186,100,100,7,224444,7,,0,0,-1,1,255.4,150,99,None,,0,3,5.2,4.2,2,Ferran,3.7,10,4,97.1,133,77,287,False,242.4,260,111,1177,,2021-01-03T19:00:22.407569Z,69,0,0,None,0,,224444.jpg,3.5,0,0,Torres,0.9,False,None,a,12,43,474.0,66,36,73,276621,7815,303509,1701,0.5,10.6,Torres,1
0,0,39,100,100,0,432656,None,,0,0,-3,3,22.8,375,136,None,,0,2,1.5,0.5,0,Eric,0.0,6,0,6.3,433,161,288,False,40.2,417,160,215,,2020-12-09T23:30:20.029734Z,47,0,0,None,0,,432656.jpg,1.0,0,0,Garcia,0.2,False,None,a,12,43,1.0,446,167,4,12306,124,26373,66,0.0,0.9,Garcia,0
0,0,0,100,100,0,449926,None,,0,0,0,0,0.0,630,256,None,,0,3,1.5,0.5,0,Adrián,0.0,0,0,0.0,646,257,537,False,0.0,641,256,0,,2021-01-12T14:30:26.354201Z,45,0,0,None,0,,449926.jpg,0.0,0,0,Bernabé,0.0,False,None,a,12,43,0.0,620,253,0,1469,10,1549,7,0.0,0.0,Bernabé,0
0,0,8,None,None,0,164484,None,,0,0,-1,1,0.0,581,57,None,,0,1,1.5,0.5,0,Zack,0.0,1,0,1.0,480,35,538,False,9.6,466,35,90,,None,44,0,0,None,0,,164484.jpg,2.0,0,1,Steffen,0.1,False,None,a,12,43,0.0,565,53,2,25382,338,23604,116,0.0,0.5,Steffen,0
0,0,0,None,None,0,463034,None,,0,0,-2,2,0.3,465,68,None,,0,4,1.5,0.5,0,Liam,0.0,4,0,0.2,496,68,539,False,0.0,586,67,39,,None,43,0,0,None,0,,463034.jpg,1.0,0,0,Delap,0.9,False,None,a,12,43,4.0,422,65,1,296047,629,263784,1807,0.0,0.2,Delap,0
0,0,0,100,100,0,244851,None,,0,0,-1,1,0.0,590,228,None,,0,3,1.5,0.5,0,Cole,0.0,0,0,0.0,610,230,552,False,0.0,601,227,0,,2021-01-06T11:00:24.427425Z,44,0,0,None,0,,244851.jpg,0.0,0,0,Palmer,0.0,False,None,a,12,43,0.0,575,221,0,2029,20,1976,38,0.0,0.0,Palmer,0
1,12,623,100,100,16,171314,None,,0,0,5,-5,90.0,273,76,None,,1,2,2.5,1.5,1,Rúben Santos,1.0,18,1,89.1,156,38,556,False,605.4,60,19,2663,,2021-02-10T21:30:21.731195Z,60,1,0,None,0,,171314.jpg,4.5,0,0,Gato Alves Dias,21.5,False,None,a,12,43,193.0,183,39,136,3109685,54609,1522670,30490,0.2,22.7,Dias,3
0,0,0,None,None,0,432720,None,,0,0,0,0,0.0,520,33,None,,0,1,1.5,0.5,0,James,0.0,0,0,0.0,548,58,595,False,0.0,539,59,0,,None,40,0,0,None,0,,432720.jpg,0.0,0,0,Trafford,0.1,False,None,a,12,43,0.0,497,29,0,13183,18,10925,48,0.0,0.0,Trafford,0
0,0,0,100,100,0,17601,None,,0,0,-1,1,0.0,478,10,None,,0,1,1.5,0.5,0,Scott,0.0,0,0,0.0,510,38,608,False,0.0,501,39,0,,2021-01-06T11:00:24.515426Z,39,0,0,None,0,,17601.jpg,0.0,0,0,Carson,0.1,False,None,a,12,43,0.0,452,6,0,20475,593,11479,919,0.0,0.0,Carson,0
0,0,0,None,None,0,219265,None,,0,0,0,0,0.0,613,241,None,,0,3,1.5,0.5,0,Felix,0.0,0,0,0.0,629,242,609,False,0.0,622,240,0,,None,45,0,0,None,0,,219265.jpg,0.0,0,0,Nmecha,0.0,False,None,a,12,43,0.0,599,235,0,369,11,343,10,0.0,0.0,Nmecha,0
0,0,0,None,None,0,439510,None,,0,0,0,0,0.0,524,208,None,,0,2,1.5,0.5,0,Luke,0.0,0,0,0.0,552,207,622,False,0.0,543,207,0,,None,40,0,0,None,0,,439510.jpg,0.0,0,0,Mbete,0.0,False,None,a,12,43,0.0,501,196,0,1764,61,1554,98,0.0,0.0,Mbete,0
0,0,0,0,0,0,245719,None,,0,0,0,0,0.0,516,204,None,,0,2,0.0,0.0,0,Taylor,0.0,0,0,0.0,544,203,623,False,0.0,535,203,0,Joined Blackburn Rovers on loan until the end of the season,2021-02-01T16:00:26.908167Z,40,0,0,None,0,,245719.jpg,0.0,0,0,Harwood-Bellis,0.0,False,None,u,12,43,0.0,493,192,0,421,0,560,1,0.0,0.0,Harwood-Bellis,0
0,0,0,None,None,0,219291,None,,0,0,0,0,0.0,614,242,None,,0,3,1.5,0.5,0,Claudio,0.0,0,0,0.0,630,243,659,False,0.0,623,241,0,,None,45,0,0,None,0,,219291.jpg,0.0,0,0,Gomes,0.0,False,None,a,12,43,0.0,600,236,0,455,14,315,12,0.0,0.0,Gomes,0
0,0,0,0,0,0,42899,None,,0,0,-1,1,0.0,677,71,None,,0,1,0.0,0.0,0,Sergio,0.0,0,0,0.0,686,80,289,False,0.0,683,80,0,Not included in Manchester United's 25-man Premier League squad,2020-09-18T11:00:13.071653Z,49,0,0,None,0,,42899.jpg,0.0,0,0,Romero,0.1,False,None,u,13,1,0.0,671,69,0,509,0,8238,3,0.0,0.0,Romero,0
3,0,91,100,100,1,43670,4,,0,0,-2,2,127.1,234,139,4,,0,3,0.0,1.7,2,Juan,0.4,5,0,26.5,354,158,290,False,69.2,391,168,426,,2021-02-26T16:00:20.696980Z,58,0,0,5,0,,43670.jpg,2.8,0,0,Mata,0.1,False,None,a,13,1,69.0,316,159,22,11495,47,17729,79,0.1,3.8,Mata,0
0,4,401,100,100,9,51940,None,,0,0,-2,2,0.0,694,78,None,,1,1,0.0,1.1,1,David,0.2,31,0,42.9,302,20,291,False,429.6,153,20,2205,,2021-03-04T13:00:26.233611Z,53,0,0,None,0,,51940.jpg,3.5,0,55,de Gea,3.3,False,None,a,13,1,0.0,691,75,88,419899,375,547388,4092,0.0,16.6,de Gea,0
0,0,0,0,0,0,55909,None,,0,0,-1,1,0.0,679,243,None,,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,688,242,292,False,0.0,685,242,0,Joined Roma on a permanent deal on 5/10,2020-10-05T20:30:12.521425Z,49,0,0,None,0,,55909.jpg,0.0,0,0,Smalling,0.1,False,None,u,13,1,0.0,673,240,0,1911,0,12297,3,0.0,0.0,Smalling,0
0,0,1,0,0,0,58498,None,,0,0,-4,4,0.1,474,70,None,,0,4,0.0,0.0,0,Odion,0.0,1,0,0.2,502,70,293,False,0.0,702,91,9,Loan ended,2021-01-27T16:44:57.597898Z,61,0,0,None,0,,58498.jpg,1.0,0,0,Ighalo,0.2,False,None,u,13,1,2.0,442,71,1,7620,0,24400,25,0.0,0.2,Ighalo,0
0,0,0,0,0,0,58893,None,,0,0,-2,2,0.0,666,240,None,,0,2,0.0,0.0,0,Marcos,0.0,0,0,0.0,676,239,294,False,0.0,673,239,0,Joined Boca Juniors on a permanent deal on 2/2,2020-11-20T14:30:28.947231Z,48,0,0,None,0,,58893.jpg,0.0,0,0,Rojo,0.0,False,None,u,13,1,0.0,658,237,0,1048,0,4665,7,0.0,0.0,Rojo,0
1,0,203,100,100,4,62398,None,,0,0,-3,3,133.0,227,135,None,,0,3,0.0,2.9,4,Nemanja,0.8,17,0,40.9,310,138,295,False,198.2,281,119,1011,,2021-01-15T18:00:24.365586Z,47,0,0,None,0,,62398.jpg,1.8,0,0,Matic,0.2,False,None,a,13,1,78.0,303,148,34,17033,23,29147,68,0.2,7.2,Matic,2
6,11,351,100,100,5,74208,None,,0,0,-4,4,351.2,92,63,3,,1,3,0.0,8.3,7,Paul,2.6,25,3,118.7,91,53,296,False,444.2,140,50,1802,,2021-04-09T09:00:29.773323Z,76,0,0,3,0,,74208.jpg,3.6,0,0,Pogba,2.1,False,None,a,13,1,395.0,87,50,90,478531,2266,494047,21182,0.3,11.8,Pogba,3
0,0,0,0,0,0,76359,None,,0,0,-2,2,0.0,668,241,None,,0,2,0.0,0.0,0,Phil,0.0,0,0,0.0,677,240,297,False,0.0,674,240,0,Not included in Manchester United's 25-man Premier League squad,2020-09-18T09:30:16.753619Z,48,0,0,None,0,,76359.jpg,0.0,0,0,Jones,0.0,False,None,u,13,1,0.0,660,238,0,538,0,4777,4,0.0,0.0,Jones,0
2,8,632,0,100,13,95658,None,,1,-1,1,-1,133.6,225,58,None,,1,2,0.0,5.3,1,Harry,1.6,36,2,126.3,80,14,298,False,701.4,30,8,3047,Ankle injury - Expected back 26 May,2021-05-12T09:00:25.411489Z,56,0,0,None,0,,95658.jpg,3.6,0,0,Maguire,6.0,False,None,i,13,1,428.0,81,4,124,829645,1415,700923,132457,0.3,22.1,Maguire,11
