assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,55038,None,,0,0,-3,3,0.0,652,268,None,,0,3,0.0,0.0,0,Kevin,0.0,0,0,0.0,664,268,172,False,0.0,661,268,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.518943Z,47,0,0,None,0,,55038.jpg,0.0,0,0,McDonald,0.0,False,None,u,8,54,0.0,641,265,0,939,0,5652,2,0.0,0.0,McDonald,0
0,0,12,0,0,0,61739,None,,0,0,-4,4,1.6,443,172,None,,0,2,0.0,0.0,0,Maxime,0.0,1,0,1.6,474,176,173,False,12.6,460,174,122,Joined Royal Antwerp on loan until the end of the season on 1/2,2021-02-01T23:00:20.765108Z,41,0,0,None,0,,61739.jpg,0.5,0,0,Le Marchand,0.1,False,None,u,8,54,1.0,445,166,1,3430,0,13742,16,0.0,0.2,Le Marchand,2
0,0,0,0,0,0,61916,None,,0,0,-3,3,0.0,653,269,None,,0,3,0.0,0.0,0,Stefan,0.0,0,0,0.0,665,269,174,False,0.0,662,269,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.533609Z,47,0,0,None,0,,61916.jpg,0.0,0,0,Johansen,0.0,False,None,u,8,54,0.0,642,266,0,438,0,3403,3,0.0,0.0,Johansen,0
1,2,160,25,25,1,76357,3,,0,0,-3,3,278.3,132,86,None,,0,3,0.0,0.1,0,Tom,0.0,15,1,57.3,253,117,175,False,170.6,304,129,758,Lack of match fitness - 25% chance of playing,2021-01-14T15:00:16.245882Z,52,0,0,None,0,,76357.jpg,2.7,0,0,Cairney,0.1,False,None,d,8,54,124.0,245,123,27,11719,27,28198,44,0.0,5.2,Cairney,2
0,0,78,None,None,0,82514,None,,0,0,-3,3,4.7,434,167,None,,0,2,0.0,0.5,0,Tim,0.0,10,0,8.8,416,154,176,False,82.6,373,144,450,,None,42,0,0,None,0,,82514.jpg,1.4,0,0,Ream,0.1,False,None,a,8,54,0.0,525,213,7,8464,36,18032,36,0.0,1.7,Ream,0
0,0,0,0,0,0,83543,None,,0,0,-5,5,0.0,686,281,None,,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,693,281,177,False,0.0,690,281,0,Loan at Nottingham Forest extended until end of the season on 12/1. - Expected back 01 Jul,2020-10-16T21:30:11.452901Z,50,0,0,None,0,,83543.jpg,0.0,0,0,Knockaert,0.0,False,None,u,8,54,0.0,681,279,0,1026,0,12663,1,0.0,0.0,Knockaert,0
0,0,32,None,None,0,84915,None,,0,0,-4,4,11.3,407,155,None,,0,2,0.0,0.5,0,Michael,0.0,10,0,6.9,426,157,178,False,40.8,415,158,262,,None,41,0,0,None,0,,84915.jpg,0.0,0,0,Hector,0.1,False,None,a,8,54,18.0,384,146,0,10173,150,25510,92,0.0,0.0,Hector,2
0,0,0,0,0,0,87107,None,,0,0,-3,3,0.0,544,221,None,,0,2,0.0,0.0,0,Cyrus,0.0,0,0,0.0,570,220,179,False,0.0,561,220,0,Joined Nottingham Forest on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-09-21T00:30:18.332101Z,42,0,0,None,0,,87107.jpg,0.0,0,0,Christie,0.0,False,None,u,8,54,0.0,526,214,0,745,0,10258,3,0.0,0.0,Christie,0
0,0,13,0,0,0,92259,None,,0,0,-3,3,14.6,394,187,None,,0,3,0.0,0.0,0,Neeskens,0.0,3,0,5.9,439,191,180,False,1.4,490,208,116,Joined Middlesbrough on loan until the end of the season on 1/2,2021-02-02T00:00:25.973137Z,47,0,0,None,0,,92259.jpg,1.2,0,0,Kebano,0.0,False,None,u,8,54,47.0,347,169,6,3056,0,12534,6,0.0,1.3,Kebano,0
1,6,296,100,100,9,96994,None,,0,0,-2,2,213.5,176,27,4,,1,4,1.7,2.2,2,Bobby,1.7,26,5,102.4,117,26,181,False,337.0,198,21,2097,,2021-03-13T22:00:21.640873Z,53,0,0,None,0,,96994.jpg,2.5,0,0,Decordova-Reid,0.5,False,None,a,8,54,475.0,65,29,76,297182,743,275580,1064,0.3,14.3,Decordova-Reid,7
1,0,89,None,None,0,101105,5,,0,0,-5,5,56.2,323,104,None,,0,2,0.3,0.8,0,Joe,0.3,14,0,17.6,384,136,182,False,73.2,386,147,470,,None,45,0,0,None,0,,101105.jpg,1.1,0,0,Bryan,0.3,False,None,a,8,54,47.0,346,123,14,16838,72,69388,83,0.1,3.1,Bryan,2
0,0,0,0,0,0,122074,None,,0,0,-2,2,0.0,559,52,None,,0,1,0.0,0.0,0,Marcus,0.0,0,0,0.0,584,74,183,False,0.0,574,74,0,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10T14:30:11.949431Z,43,0,0,None,0,,122074.jpg,0.0,0,0,Bettinelli,0.0,False,None,u,8,54,0.0,542,48,0,895,0,5529,3,0.0,0.0,Bettinelli,0
3,7,178,100,100,1,128389,None,,0,0,-5,5,323.8,108,12,None,,0,4,1.0,1.5,2,Aleksandar,1.0,24,3,124.9,84,21,184,False,245.6,257,29,1389,,2021-02-14T21:30:28.628610Z,55,0,1,3,0,,128389.jpg,2.3,0,0,Mitrović,3.3,False,None,a,8,54,697.0,43,21,63,592749,704,1921583,1261,0.2,11.5,Mitrović,3
0,0,0,0,0,0,149266,None,,0,0,-2,2,0.0,560,224,None,,0,2,0.0,0.0,0,Alfie,0.0,0,0,0.0,585,223,185,False,0.0,575,223,0,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07T02:00:12.698046Z,43,0,0,None,0,,149266.jpg,0.0,0,0,Mawson,0.0,False,None,u,8,54,0.0,543,218,0,378,0,1690,2,0.0,0.0,Mawson,0
0,0,11,100,100,0,155529,None,,0,0,-2,2,0.0,562,53,None,,0,1,0.0,0.5,0,Marek,0.0,3,0,1.8,468,33,186,False,18.2,445,33,90,,2021-03-05T00:00:28.909455Z,43,0,0,None,0,,155529.jpg,1.0,0,2,Rodák,0.2,False,None,a,8,54,0.0,545,49,1,14209,75,35097,58,0.0,0.2,Rodák,0
0,4,236,100,100,7,166324,2,,0,0,-2,2,544.5,42,32,2,,1,3,2.3,2.8,2,Ivan Ricardo,2.3,37,3,136.5,72,43,187,False,318.4,209,86,2195,,2020-12-19T23:30:21.220340Z,53,0,1,2,0,,166324.jpg,2.4,0,0,Neves Abreu Cavaleiro,0.1,False,None,a,8,54,501.0,60,33,79,41731,602,45566,224,0.4,14.9,Cavaleiro,2
0,0,21,100,100,0,168765,None,,0,0,-4,4,20.6,380,186,None,,0,3,0.7,1.2,1,Josh,0.7,8,0,7.6,421,184,188,False,22.8,438,188,204,,2021-03-19T23:00:21.446678Z,46,0,0,None,0,,168765.jpg,1.0,0,0,Onomah,0.0,False,None,a,8,54,35.0,360,173,9,3526,45,14905,22,0.2,2.0,Onomah,1
0,0,0,0,0,0,170271,None,,0,0,-4,4,0.0,649,267,None,,0,3,0.0,0.0,0,Jean Michaël,0.0,0,0,0.0,662,267,189,False,0.0,659,267,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.607195Z,46,0,0,None,0,,170271.jpg,0.0,0,0,Seri,0.0,False,None,u,8,54,0.0,639,264,0,2950,0,10848,3,0.0,0.0,Seri,0
0,0,14,0,0,0,197030,None,,0,0,-2,2,76.8,296,166,None,,0,3,0.0,0.0,0,Aboubakar,0.0,9,0,13.2,398,176,190,False,22.6,439,189,307,Joined Dijon on loan until the end of the season on 1/2,2021-02-01T22:30:23.485673Z,48,0,0,None,0,,197030.jpg,0.7,1,0,Kamara,0.0,False,None,u,8,54,39.0,355,172,8,5026,0,12195,13,0.0,1.7,Kamara,1
3,4,355,None,None,6,203325,None,,0,0,-1,1,399.8,75,53,None,,0,3,1.7,2.2,1,André-Frank,1.7,36,0,116.5,92,54,191,False,476.8,120,45,2384,,None,44,0,0,None,0,,203325.jpg,2.2,0,0,Zambo Anguissa,1.3,False,None,a,8,54,287.0,127,74,71,468923,1132,450682,1332,0.4,16.1,Anguissa,6
0,0,0,0,0,0,208998,None,,0,0,-2,2,0.0,565,227,None,,0,2,0.0,0.0,0,Zeze Steven,0.0,0,0,0.0,589,226,192,False,0.0,579,226,0,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08T09:30:15.158422Z,43,0,0,None,0,,208998.jpg,0.0,0,0,Sessegnon,0.0,False,None,u,8,54,0.0,548,221,0,671,0,8809,4,0.0,0.0,Sessegnon,0
3,0,371,100,75,9,153366,4,,0,0,-1,1,317.1,115,78,None,,0,3,0.3,0.6,0,Harrison,0.3,31,0,81.0,182,97,373,False,409.0,168,63,2122,,2021-05-07T14:00:26.122242Z,44,0,0,None,0,,153366.jpg,2.3,0,0,Reed,0.6,False,None,a,8,54,82.0,296,146,66,127378,215,167208,1419,0.1,15.0,Reed,5
0,1,393,100,100,5,169528,None,,0,0,-1,1,475.8,54,10,None,,0,2,1.3,1.8,1,Antonee,1.3,28,0,110.8,100,19,484,False,451.4,137,55,2159,,2021-01-16T22:30:18.719812Z,44,0,0,None,0,,169528.jpg,2.0,1,0,Robinson,0.2,False,None,a,8,54,178.0,194,46,57,36645,335,36299,183,0.3,13.0,Robinson,4
1,3,261,0,100,3,151086,None,,0,0,0,0,169.2,204,125,None,,0,3,0.0,3.2,1,Mario,2.7,26,1,57.9,251,116,493,False,276.0,237,98,1606,Ineligible to face parent club Southampton on 15/5. - Expected back 18 May,2021-05-07T23:30:25.145091Z,45,0,0,None,0,,151086.jpg,2.0,0,0,Lemina,0.3,False,None,n,8,54,132.0,239,120,54,27866,70,89193,1302,0.6,12.0,Lemina,4
0,8,603,None,None,9,84182,None,,-1,1,0,0,0.0,601,62,None,,1,1,2.0,2.5,2,Alphonse,2.0,44,0,82.5,178,6,516,False,827.2,11,6,3060,,None,45,0,0,None,0,,84182.jpg,3.5,0,108,Areola,4.6,False,None,a,8,54,0.0,587,58,119,596738,5071,369692,4404,0.4,26.4,Areola,1
1,3,253,100,100,5,167074,None,,0,0,-2,2,302.2,121,25,None,,1,2,0.0,0.5,0,Kenny,0.0,22,0,68.3,225,72,517,False,292.2,226,90,1296,,2021-04-18T15:30:23.177935Z,43,0,0,None,0,,167074.jpg,2.5,0,0,Tete,0.1,False,None,a,8,54,88.0,286,94,48,30242,113,32043,265,0.0,11.2,Tete,2
0,0,34,None,None,0,72681,None,,0,0,-3,3,20.8,379,140,None,,0,2,0.0,0.5,0,Denis,0.0,10,0,6.4,430,159,525,False,35.4,424,163,270,,None,42,0,0,None,0,,72681.jpg,0.3,0,0,Odoi,0.1,False,None,a,8,54,8.0,409,156,1,8199,61,9627,34,0.0,0.2,Odoi,1
4,8,353,100,100,10,219352,1,,0,0,-2,2,844.6,12,9,1,,1,3,2.3,2.8,2,Ademola,2.3,30,4,222.2,19,12,557,False,500.2,101,34,2568,,2021-04-04T19:30:29.273134Z,48,0,1,4,0,,219352.jpg,3.3,0,0,Lookman,1.4,False,None,a,8,54,877.0,22,9,103,616098,6416,516621,3519,0.5,21.5,Lookman,4
1,8,471,None,None,8,159506,None,,0,0,-1,1,237.7,162,35,3,,2,2,0.7,1.2,0,Ola,0.7,34,2,86.1,168,42,562,False,478.6,118,43,2603,,None,44,0,0,None,0,,159506.jpg,3.4,0,0,Aina,2.1,False,None,a,8,54,144.0,219,59,101,394338,6201,237728,6216,0.2,23.0,Aina,3
1,7,483,100,100,9,174874,None,,0,0,0,0,108.0,247,65,5,,2,2,1.0,1.5,1,Joachim,1.0,33,1,78.5,190,49,571,False,544.6,79,28,2581,,2020-12-19T23:30:22.009824Z,45,0,0,None,0,,174874.jpg,3.2,1,0,Andersen,0.4,False,None,a,8,54,130.0,243,71,92,68082,1420,41117,1198,0.2,20.4,Andersen,5
1,11,522,None,None,9,109646,None,,0,0,0,0,58.3,320,102,None,,1,2,1.3,1.8,1,Tosin,1.3,35,0,88.9,157,39,572,False,604.0,62,21,2683,,None,45,1,0,None,0,,109646.jpg,3.2,0,0,Adarabioyo,0.6,False,None,a,8,54,223.0,166,29,96,122505,1285,84146,1244,0.3,21.3,Adarabioyo,1
0,0,15,0,0,0,109434,None,,0,0,-2,2,4.7,435,168,None,,0,2,0.0,0.0,0,Terence,0.0,1,0,2.4,458,172,585,False,16.8,450,171,90,Knee injury - Expected back 16 Jul,2021-04-16T13:30:21.250132Z,43,0,0,None,0,,109434.jpg,2.0,0,0,Kongolo,0.0,False,None,i,8,54,2.0,432,163,2,1966,51,1756,89,0.0,0.5,Kongolo,0
0,5,119,None,None,5,195480,None,,-1,1,-4,4,91.1,271,44,None,,1,4,3.7,4.2,1,Josh,3.7,7,3,53.5,267,39,665,False,137.8,334,39,764,,None,51,0,0,1,0,,195480.jpg,2.9,0,0,Maja,0.5,False,None,a,8,54,308.0,117,38,38,187371,1368,150977,2056,0.7,7.5,Maja,0
0,0,2,None,None,0,244858,None,,0,0,0,0,0.8,458,207,None,,0,3,0.5,1.0,0,Fabio,0.5,0,0,0.3,493,208,695,False,0.0,630,248,12,,None,45,0,0,None,0,,244858.jpg,1.0,0,0,Carvalho,0.0,False,None,a,8,54,2.0,434,200,1,232,123,44,32,0.1,0.2,Carvalho,0
0,0,9,0,0,0,15033,None,,0,0,-1,1,0.1,469,181,None,,0,2,0.0,0.0,0,Wes,0.0,0,0,0.3,492,181,216,False,3.0,481,179,16,Back injury - Expected back 23 May,2021-01-22T15:00:21.292754Z,44,0,0,None,0,,15033.jpg,1.0,0,0,Morgan,0.1,False,None,i,9,13,0.0,558,224,3,9637,25,15053,22,0.0,0.7,Morgan,0
0,6,611,100,100,11,17745,None,,0,0,-1,1,0.0,695,79,None,,3,1,0.0,5.8,2,Kasper,2.4,44,0,72.7,208,9,217,False,727.8,26,9,3240,,2020-11-15T22:30:17.730436Z,54,0,0,None,0,,17745.jpg,3.6,0,83,Schmeichel,9.9,False,None,a,9,13,0.0,692,76,128,716490,775,997383,29448,0.4,23.7,Schmeichel,0
0,2,112,100,100,3,37402,None,,0,0,0,0,33.9,357,126,3,,0,2,0.0,1.0,0,Christian,0.0,9,0,19.2,376,132,218,False,137.0,335,129,701,,2020-08-15T10:00:11.758506Z,45,0,0,None,0,,37402.jpg,2.7,0,0,Fuchs,0.2,False,None,a,9,13,22.0,379,142,24,45355,39,44611,131,0.0,5.3,Fuchs,4
2,12,536,100,100,10,37642,None,,0,0,1,-1,129.0,233,59,None,,2,2,0.0,13.0,0,Jonny,6.0,31,2,77.9,193,50,219,False,532.4,84,31,2473,,2021-05-02T16:00:26.396114Z,56,1,0,None,0,,37642.jpg,3.9,0,0,Evans,2.5,False,None,a,9,13,115.0,254,76,109,360135,10785,191648,54106,1.1,19.5,Evans,7
0,0,0,0,0,0,46483,None,,0,0,-1,1,0.0,576,221,None,,0,3,0.0,0.0,0,Adrien,0.0,0,0,0.0,599,223,220,False,0.0,590,220,0,Transferred to Sampdoria,2020-10-05T07:20:56.395434Z,44,0,0,None,0,,46483.jpg,0.0,0,0,Silva,0.2,False,None,u,9,13,0.0,560,213,0,8544,0,45815,20,0.0,0.0,Silva,0
7,3,314,None,None,4,51938,3,,0,0,-3,3,527.7,47,35,None,,1,3,0.0,8.2,15,Marc,3.6,18,1,119.8,88,52,221,False,397.0,175,66,1590,,None,52,0,0,None,0,,51938.jpg,2.6,0,0,Albrighton,0.1,False,None,a,9,13,273.0,135,79,74,16495,680,23459,521,0.7,14.2,Albrighton,2
0,0,0,0,0,0,61604,None,,0,0,-2,2,0.0,550,214,None,,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,575,216,222,False,0.0,565,213,0,Joined Coventry City on loan until the end of the season on 6/1. - Expected back 01 Jul,2020-10-16T21:30:11.572098Z,43,0,0,None,0,,61604.jpg,0.0,0,0,James,0.2,False,None,u,9,13,0.0,533,206,0,29808,0,57957,36,0.0,0.0,James,0
0,0,0,None,None,0,95463,None,,0,0,-2,2,0.0,556,49,None,,0,1,0.0,1.0,0,Danny,0.0,0,0,0.0,581,71,223,False,0.0,571,71,0,,None,43,0,0,None,0,,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,539,45,0,5132,36,12958,94,0.0,0.0,Ward,0
14,20,592,100,100,8,101668,None,,-1,1,2,-2,351.9,90,9,None,,6,4,0.0,9.4,7,Jamie,4.2,38,13,231.7,15,5,224,True,743.2,22,3,2658,,2021-01-22T14:30:26.590916Z,102,0,1,1,0,,101668.jpg,5.4,0,0,Vardy,19.0,False,None,a,9,13,1220.0,9,6,172,5137231,4833,5309332,260976,0.4,16.9,Vardy,1
2,1,129,100,100,3,106837,None,,0,0,-3,3,132.1,228,136,None,,0,3,0.0,1.4,0,Dennis,0.2,11,1,36.9,322,145,225,False,119.2,344,145,714,,2021-01-09T23:30:20.784690Z,52,0,0,None,0,,106837.jpg,2.5,0,0,Praet,0.1,False,None,a,9,13,120.0,247,125,37,79798,14,89171,42,0.0,7.1,Praet,0
1,0,143,100,100,2,111931,None,,0,0,-1,1,135.8,221,56,None,,0,2,0.0,1.4,1,Ricardo Domingos,0.2,16,0,45.2,290,94,226,False,175.2,301,116,903,,2021-03-14T20:00:21.567007Z,59,0,0,None,0,,111931.jpg,2.1,0,0,Barbosa Pereira,0.6,False,None,a,9,13,142.0,225,62,27,182714,424,150989,6575,0.0,4.6,Pereira,2
0,2,124,100,100,0,155569,None,,0,0,-1,1,10.9,408,156,None,,0,2,0.0,1.0,0,Daniel,0.0,12,1,22.7,363,126,227,False,155.0,319,122,718,,2020-10-04T13:30:15.269052Z,39,0,0,None,0,,155569.jpg,1.7,0,0,Amartey,1.3,False,None,a,9,13,61.0,326,112,20,181687,320,198487,3693,0.0,5.1,Amartey,2
4,11,603,None,None,11,166989,1,,0,0,-1,1,715.0,21,17,2,,2,3,0.0,6.6,7,Youri,2.8,44,6,196.4,30,20,228,False,788.6,16,7,3176,,None,64,0,0,3,0,,166989.jpg,3.6,0,0,Tielemans,3.5,False,None,a,9,13,460.0,71,40,129,729332,3212,652636,31459,0.4,20.2,Tielemans,6
1,2,157,100,100,5,168580,4,,0,0,-5,5,319.1,114,77,4,,0,3,0.0,4.6,6,Ayoze,1.8,17,2,104.1,116,69,229,False,255.2,252,107,1222,,2021-02-13T16:30:26.826935Z,60,0,0,2,0,,168580.jpg,2.4,0,0,Pérez,0.6,False,None,a,9,13,465.0,70,39,56,60256,253,248897,835,0.3,9.3,Pérez,1
0,0,3,0,0,0,172632,None,,0,0,-4,4,1.3,448,202,None,,0,3,0.0,0.0,0,Demarai,0.0,0,0,0.5,488,206,230,False,0.2,497,211,18,Joined Bayer Leverkusen on a permanent deal on 31/1,2021-01-31T20:00:26.383373Z,51,0,0,None,0,,172632.jpg,1.0,0,0,Gray,0.1,False,None,u,9,13,3.0,429,198,1,2724,0,14355,9,0.0,0.2,Gray,0
7,12,461,100,100,10,172780,2,,0,0,3,-3,765.5,16,12,1,,3,3,0.0,5.0,3,James,2.0,26,8,200.4,26,18,231,False,579.8,67,20,1973,,2021-02-21T17:00:26.665350Z,73,0,0,4,0,,172780.jpg,4.5,0,0,Maddison,6.3,False,None,a,9,13,660.0,47,26,130,2690634,4483,2412240,121514,0.3,17.8,Maddison,4
2,17,395,None,None,5,173515,None,,0,0,3,-3,381.0,79,8,None,,3,4,0.0,13.8,9,Kelechi,6.4,18,11,164.3,49,16,233,False,496.4,103,14,1332,,None,63,0,1,5,0,,173515.jpg,4.4,0,0,Iheanacho,21.2,False,None,a,9,13,769.0,36,17,102,2321068,27369,637433,467209,1.0,16.2,Iheanacho,1
0,0,59,None,None,2,197469,None,,0,0,-4,4,13.5,396,189,None,,0,3,0.0,1.4,1,Hamza,0.2,2,0,7.6,422,185,234,False,34.0,425,181,311,,None,46,0,0,None,0,,197469.jpg,1.4,0,0,Choudhury,0.1,False,None,a,9,13,29.0,370,178,14,3619,35,7455,40,0.0,3.0,Choudhury,1
5,13,348,0,0,7,201666,None,,0,0,-4,4,359.0,86,60,None,,2,3,0.0,0.0,0,Harvey,0.0,25,9,172.7,41,26,235,False,556.4,75,24,1944,Knee injury - Unknown return date,2021-02-28T15:30:23.096089Z,66,0,0,None,0,,201666.jpg,5.0,0,0,Barnes,2.8,False,None,i,9,13,810.0,32,17,126,2581389,82,2713541,2292,0.0,19.1,Barnes,0
3,9,385,100,100,7,203341,None,,0,0,-2,2,221.3,174,109,None,,0,3,0.0,5.4,4,Wilfred,2.2,25,1,78.2,192,102,236,False,484.6,115,43,1995,,2021-01-27T23:30:17.521967Z,48,0,0,None,0,,203341.jpg,3.0,0,0,Ndidi,0.7,False,None,a,9,13,76.0,306,151,71,72323,416,176051,2100,0.5,14.8,Ndidi,5
0,0,0,0,0,0,213405,None,,0,0,-2,2,0.0,566,228,None,,0,2,0.0,0.0,0,Filip,0.0,0,0,0.0,590,227,237,False,0.0,580,227,0,Joined OH Leuven on loan until the end of the season on 12/1. - Expected back 01 Jul,2021-01-12T14:30:25.457755Z,43,0,0,None,0,,213405.jpg,0.0,0,0,Benkovic,0.0,False,None,u,9,13,0.0,549,222,0,296,0,5031,3,0.0,0.0,Benkovic,0
0,3,330,100,100,5,218031,None,,0,0,-2,2,112.8,241,62,None,,0,2,0.0,9.4,11,Çaglar,4.2,24,1,61.1,244,77,238,False,359.0,191,75,1636,,2021-04-04T13:00:24.935459Z,53,0,0,None,0,,218031.jpg,2.8,0,0,Söyüncü,3.0,False,None,a,9,13,138.0,232,65,58,206163,3441,914076,6820,0.8,10.9,Söyüncü,2
2,13,447,0,0,9,220627,None,,0,0,3,-3,290.7,127,27,None,,3,2,0.0,0.0,0,James,0.0,25,2,96.0,135,29,239,False,472.2,127,48,2070,Knee injury - Unknown return date,2021-02-10T22:30:28.762851Z,48,0,0,None,0,,220627.jpg,4.4,0,0,Justin,6.2,False,None,i,9,13,195.0,181,37,101,2916105,68,3428463,4246,0.0,21.0,Justin,4
0,0,109,None,None,1,244619,None,,0,0,-4,4,104.3,253,68,None,,0,2,0.0,8.6,9,Luke,3.8,12,1,33.5,333,117,240,False,139.2,333,128,788,,None,41,0,0,None,0,,244619.jpg,2.1,0,0,Thomas,0.4,False,None,a,9,13,93.0,281,92,25,41391,2190,47160,2456,0.9,6.1,Thomas,2
4,7,452,100,100,6,166477,None,,0,0,3,-3,347.9,95,21,None,,4,2,0.0,10.6,2,Timothy,4.8,31,2,98.0,129,27,498,False,451.6,136,54,2165,,2021-01-31T17:00:19.980756Z,58,0,0,None,0,,166477.jpg,3.7,0,0,Castagne,6.4,False,None,a,9,13,181.0,192,45,93,2081516,3279,1962249,106433,0.8,16.0,Castagne,1
1,0,222,None,None,4,86881,None,,0,0,-3,3,107.1,248,144,None,,0,3,0.0,1.4,1,Nampalys,0.2,21,0,26.7,352,156,518,False,142.4,331,141,1383,,None,42,0,0,None,0,,86881.jpg,1.8,0,0,Mendy,1.5,False,None,a,9,13,16.0,389,181,39,455394,531,434659,1581,0.0,9.3,Mendy,5
2,0,62,100,100,0,228798,None,,0,0,-3,3,87.5,277,157,None,,0,3,0.0,1.0,0,Cengiz,0.0,5,0,24.9,359,162,541,False,73.4,385,165,275,,2021-03-08T08:30:22.097958Z,57,0,0,None,0,,228798.jpg,1.8,0,0,Ünder,0.0,False,None,a,9,13,88.0,287,142,16,15264,24,15467,34,0.0,2.8,Ünder,0
1,5,447,100,100,7,444463,None,,0,0,0,0,106.6,250,66,None,,1,2,0.0,5.4,2,Wesley,2.2,28,0,71.0,213,64,561,False,481.0,117,42,2150,,2021-02-01T15:00:21.074362Z,50,0,0,None,0,,444463.jpg,2.7,0,0,Fofana,1.0,False,None,a,9,13,119.0,250,73,70,227859,1893,159194,21062,0.4,14.0,Fofana,6
0,0,3,0,0,0,149828,None,,0,0,-1,1,11.7,403,57,None,,0,4,0.0,0.0,0,Islam,0.0,1,0,1.8,470,64,579,False,0.2,496,65,19,Joined Lyon on a permanent deal on 14/1,2021-01-14T15:00:17.428974Z,49,0,0,None,0,,149828.jpg,1.0,0,0,Slimani,0.1,False,None,u,9,13,6.0,418,64,1,11121,0,11672,18,0.0,0.2,Slimani,0
0,0,0,None,None,0,232229,None,,0,0,0,0,0.0,512,201,None,,0,2,0.0,1.0,0,Vontae,0.0,0,0,0.0,541,201,660,False,0.0,532,201,0,,None,40,0,0,None,0,,232229.jpg,0.0,0,0,Daley-Campbell,0.0,False,None,a,9,13,0.0,489,189,0,1181,28,881,38,0.0,0.0,Daley-Campbell,0
0,0,2,None,None,0,232881,None,,0,0,-1,1,1.4,447,201,None,,0,3,0.0,1.0,0,Thakgalo,0.0,0,0,0.2,497,210,661,False,0.6,493,209,9,,None,44,0,0,None,0,,232881.jpg,1.0,0,0,Leshabela,0.0,False,None,a,9,13,0.0,573,219,1,471,7,340,13,0.0,0.2,Leshabela,0
0,0,10,None,None,0,421796,None,,0,0,-1,1,1.2,451,204,None,,0,3,0.0,1.0,0,Sidnei,0.0,1,0,2.0,465,198,676,False,9.6,467,196,84,,None,44,0,0,None,0,,421796.jpg,1.5,0,0,Tavares,0.0,False,None,a,9,13,9.0,408,190,3,433,17,301,24,0.0,0.7,Tavares,0
0,0,0,None,None,0,447373,None,,0,0,0,0,0.0,629,255,None,,0,3,0.0,1.0,0,Shane,0.0,0,0,0.0,645,256,684,False,0.0,640,255,0,,None,45,0,0,None,0,,447373.jpg,0.0,0,0,Flynn,0.0,False,None,a,9,13,0.0,617,250,0,195,7,140,10,0.0,0.0,Flynn,0
0,0,0,None,None,0,513789,None,,0,0,0,0,0.0,646,266,None,,0,3,0.0,1.0,0,Thanawat,0.0,0,0,0.0,661,266,687,False,0.0,657,266,0,,None,45,0,0,None,0,,513789.jpg,0.0,0,0,Suengchitthawon,0.0,False,None,a,9,13,0.0,636,263,0,141,17,84,12,0.0,0.0,Suengchitthawon,0
0,0,0,None,None,0,461585,None,,0,0,0,0,0.0,636,259,None,,0,3,0.0,3.6,0,Tawanda,0.0,0,0,0.0,652,260,703,False,0.0,647,259,0,,None,45,0,0,None,0,,461585.jpg,0.0,0,0,Maswanhise,0.0,False,None,a,9,13,0.0,627,257,0,3,3,2,2,0.0,0.0,Maswanhise,0
2,0,84,100,100,0,28690,None,,0,0,-3,3,84.5,280,159,4,,0,3,1.0,0.0,0,Pablo,0.5,6,0,25.0,357,161,193,False,74.2,384,164,345,,2021-03-09T09:30:26.552042Z,57,0,0,None,0,,28690.jpg,1.5,0,0,Hernández Domínguez,0.2,False,None,a,10,2,92.0,283,140,22,24869,294,131763,131,0.1,3.9,Hernández,1
0,0,12,100,100,0,39790,None,,0,0,-4,4,0.0,540,39,None,,0,1,0.5,-0.5,0,Francisco,0.0,1,0,0.8,483,36,194,False,8.0,468,36,90,,2020-09-30T13:30:16.774093Z,41,0,0,None,0,,39790.jpg,2.0,0,1,Casilla Cortés,0.8,False,None,a,10,2,0.0,517,35,2,32482,159,141634,337,0.0,0.5,Casilla,0
